i,time,message,,lat_nmea,,lon_nmea,,,,,,,,,,
2519,1619169872.6132214,$GPGGA,131339.90,5523.71815810,N,01023.09371686,E,1,13,0.8,10.791,M,39.466,M,,*53
2520,1619169873.144986,$GPGGA,131339.90,5523.71815810,N,01023.09371686,E,1,13,0.8,10.791,M,39.466,M,,*53
2521,1619169873.6834025,$GPGGA,131339.90,5523.71815810,N,01023.09371686,E,1,13,0.8,10.791,M,39.466,M,,*53
2522,1619169874.222896,$GPGGA,131339.90,5523.71815810,N,01023.09371686,E,1,13,0.8,10.791,M,39.466,M,,*53
2523,1619169874.7614331,$GPGGA,131339.90,5523.71815810,N,01023.09371686,E,1,13,0.8,10.791,M,39.466,M,,*53
2524,1619169875.2998948,$GPGGA,131339.90,5523.71815810,N,01023.09371686,E,1,13,0.8,10.791,M,39.466,M,,*53
2525,1619169875.774524,$GPGGA,131339.90,5523.71815810,N,01023.09371686,E,1,13,0.8,10.791,M,39.466,M,,*53
2526,1619169876.3785799,$GPGGA,131339.90,5523.71815810,N,01023.09371686,E,1,13,0.8,10.791,M,39.466,M,,*53
2527,1619169876.9172027,$GPGGA,131339.90,5523.71815810,N,01023.09371686,E,1,13,0.8,10.791,M,39.466,M,,*53
2528,1619169877.4573803,$GPGGA,131339.90,5523.71815810,N,01023.09371686,E,1,13,0.8,10.791,M,39.466,M,,*53
2529,1619169877.9985528,$GPGGA,131339.90,5523.71815810,N,01023.09371686,E,1,13,0.8,10.791,M,39.466,M,,*53
2530,1619169878.534598,$GPGGA,131339.90,5523.71815810,N,01023.09371686,E,1,13,0.8,10.791,M,39.466,M,,*53
2531,1619169879.073602,$GPGGA,131339.90,5523.71815810,N,01023.09371686,E,1,13,0.8,10.791,M,39.466,M,,*53
2532,1619169879.6133492,$GPGGA,131339.90,5523.71815810,N,01023.09371686,E,1,13,0.8,10.791,M,39.466,M,,*53
2533,1619169880.1437092,$GPGGA,131339.90,5523.71815810,N,01023.09371686,E,1,13,0.8,10.791,M,39.466,M,,*53
2534,1619169880.682808,$GPGGA,131339.90,5523.71815810,N,01023.09371686,E,1,13,0.8,10.791,M,39.466,M,,*53
2535,1619169881.2214053,$GPGGA,131339.90,5523.71815810,N,01023.09371686,E,1,13,0.8,10.791,M,39.466,M,,*53
2536,1619169881.7607763,$GPGGA,131339.90,5523.71815810,N,01023.09371686,E,1,13,0.8,10.791,M,39.466,M,,*53
2537,1619169882.3002868,$GPGGA,131339.90,5523.71815810,N,01023.09371686,E,1,13,0.8,10.791,M,39.466,M,,*53
2538,1619169882.838433,$GPGGA,131339.90,5523.71815810,N,01023.09371686,E,1,13,0.8,10.791,M,39.466,M,,*53
2539,1619169883.3777483,$GPGGA,131339.90,5523.71815810,N,01023.09371686,E,1,13,0.8,10.791,M,39.466,M,,*53
2540,1619169883.9170325,$GPGGA,131339.90,5523.71815810,N,01023.09371686,E,1,13,0.8,10.791,M,39.466,M,,*53
2541,1619169884.4557178,$GPGGA,131339.90,5523.71815810,N,01023.09371686,E,1,13,0.8,10.791,M,39.466,M,,*53
2542,1619169884.9219134,$GPGGA,131339.90,5523.71815810,N,01023.09371686,E,1,13,0.8,10.791,M,39.466,M,,*53
2543,1619169885.533682,$GPGGA,131339.90,5523.71815810,N,01023.09371686,E,1,13,0.8,10.791,M,39.466,M,,*53
2544,1619169886.0729575,$GPGGA,131339.90,5523.71815810,N,01023.09371686,E,1,13,0.8,10.791,M,39.466,M,,*53
2545,1619169886.6042755,$GPGGA,131339.90,5523.71815810,N,01023.09371686,E,1,13,0.8,10.791,M,39.466,M,,*53
2546,1619169887.143448,$GPGGA,131339.90,5523.71815810,N,01023.09371686,E,1,13,0.8,10.791,M,39.466,M,,*53
2547,1619169887.5530617,$GPGGA,131339.90,5523.71815810,N,01023.09371686,E,1,13,0.8,10.791,M,39.466,M,,*53
2548,1619169887.9558005,$GPGGA,131339.90,5523.71815810,N,01023.09371686,E,1,13,0.8,10.791,M,39.466,M,,*53
2549,1619169888.4941967,$GPGGA,131339.90,5523.71815810,N,01023.09371686,E,1,13,0.8,10.791,M,39.466,M,,*53
2550,1619169889.033494,$GPGGA,131402.60,5523.72799581,N,01023.10668549,E,2,11,0.9,14.157,M,39.466,M,1.6,0001*7B
2551,1619169889.5658658,$GPGGA,131402.60,5523.72799581,N,01023.10668549,E,2,11,0.9,14.157,M,39.466,M,1.6,0001*7B
2552,1619169890.1037102,$GPGGA,131402.60,5523.72799581,N,01023.10668549,E,2,11,0.9,14.157,M,39.466,M,1.6,0001*7B
2553,1619169890.6422572,$GPGGA,131402.60,5523.72799581,N,01023.10668549,E,2,11,0.9,14.157,M,39.466,M,1.6,0001*7B
2554,1619169891.052694,$GPGGA,131402.60,5523.72799581,N,01023.10668549,E,2,11,0.9,14.157,M,39.466,M,1.6,0001*7B
2555,1619169891.7204113,$GPGGA,131402.60,5523.72799581,N,01023.10668549,E,2,11,0.9,14.157,M,39.466,M,1.6,0001*7B
2556,1619169892.2597244,$GPGGA,131402.60,5523.72799581,N,01023.10668549,E,2,11,0.9,14.157,M,39.466,M,1.6,0001*7B
2557,1619169892.7991388,$GPGGA,131402.60,5523.72799581,N,01023.10668549,E,2,11,0.9,14.157,M,39.466,M,1.6,0001*7B
2558,1619169893.200262,$GPGGA,131402.60,5523.72799581,N,01023.10668549,E,2,11,0.9,14.157,M,39.466,M,1.6,0001*7B
2559,1619169893.8765514,$GPGGA,131402.60,5523.72799581,N,01023.10668549,E,2,11,0.9,14.157,M,39.466,M,1.6,0001*7B
2560,1619169894.4156024,$GPGGA,131402.60,5523.72799581,N,01023.10668549,E,2,11,0.9,14.157,M,39.466,M,1.6,0001*7B
2561,1619169894.9553137,$GPGGA,131402.60,5523.72799581,N,01023.10668549,E,2,11,0.9,14.157,M,39.466,M,1.6,0001*7B
2562,1619169895.4227505,$GPGGA,131402.60,5523.72799581,N,01023.10668549,E,2,11,0.9,14.157,M,39.466,M,1.6,0001*7B
2563,1619169895.8956525,$GPGGA,131402.60,5523.72799581,N,01023.10668549,E,2,11,0.9,14.157,M,39.466,M,1.6,0001*7B
2564,1619169896.5638797,$GPGGA,131402.60,5523.72799581,N,01023.10668549,E,2,11,0.9,14.157,M,39.466,M,1.6,0001*7B
2565,1619169897.1032348,$GPGGA,131402.60,5523.72799581,N,01023.10668549,E,2,11,0.9,14.157,M,39.466,M,1.6,0001*7B
2566,1619169897.5771096,$GPGGA,131402.60,5523.72799581,N,01023.10668549,E,2,11,0.9,14.157,M,39.466,M,1.6,0001*7B
2567,1619169898.181419,$GPGGA,131402.60,5523.72799581,N,01023.10668549,E,2,11,0.9,14.157,M,39.466,M,1.6,0001*7B
2568,1619169898.5826666,$GPGGA,131402.60,5523.72799581,N,01023.10668549,E,2,11,0.9,14.157,M,39.466,M,1.6,0001*7B
2569,1619169899.259038,$GPGGA,131402.60,5523.72799581,N,01023.10668549,E,2,11,0.9,14.157,M,39.466,M,1.6,0001*7B
2570,1619169899.7987173,$GPGGA,131402.60,5523.72799581,N,01023.10668549,E,2,11,0.9,14.157,M,39.466,M,1.6,0001*7B
2571,1619169900.199287,$GPGGA,131402.60,5523.72799581,N,01023.10668549,E,2,11,0.9,14.157,M,39.466,M,1.6,0001*7B
2572,1619169900.8761716,$GPGGA,131414.20,5523.73074210,N,01023.11538657,E,2,11,1.2,9.867,M,39.466,M,1.2,0001*41
2573,1619169901.342026,$GPGGA,131414.20,5523.73074210,N,01023.11538657,E,2,11,1.2,9.867,M,39.466,M,1.2,0001*41
2574,1619169901.9544961,$GPGGA,131414.20,5523.73074210,N,01023.11538657,E,2,11,1.2,9.867,M,39.466,M,1.2,0001*41
2575,1619169902.4931989,$GPGGA,131414.20,5523.73074210,N,01023.11538657,E,2,11,1.2,9.867,M,39.466,M,1.2,0001*41
2576,1619169903.0235832,$GPGGA,131414.20,5523.73074210,N,01023.11538657,E,2,11,1.2,9.867,M,39.466,M,1.2,0001*41
2577,1619169903.5642567,$GPGGA,131414.20,5523.73074210,N,01023.11538657,E,2,11,1.2,9.867,M,39.466,M,1.2,0001*41
2578,1619169904.1745098,$GPGGA,131414.20,5523.73074210,N,01023.11538657,E,2,11,1.2,9.867,M,39.466,M,1.2,0001*41
2579,1619169904.9143507,$GPGGA,131414.20,5523.73074210,N,01023.11538657,E,2,11,1.2,9.867,M,39.466,M,1.2,0001*41
2580,1619169905.4537277,$GPGGA,131414.20,5523.73074210,N,01023.11538657,E,2,11,1.2,9.867,M,39.466,M,1.2,0001*41
2581,1619169905.9926417,$GPGGA,131414.20,5523.73074210,N,01023.11538657,E,2,11,1.2,9.867,M,39.466,M,1.2,0001*41
2582,1619169906.524369,$GPGGA,131414.20,5523.73074210,N,01023.11538657,E,2,11,1.2,9.867,M,39.466,M,1.2,0001*41
2583,1619169906.9344685,$GPGGA,131414.20,5523.73074210,N,01023.11538657,E,2,11,1.2,9.867,M,39.466,M,1.2,0001*41
2584,1619169907.5370271,$GPGGA,131414.20,5523.73074210,N,01023.11538657,E,2,11,1.2,9.867,M,39.466,M,1.2,0001*41
2585,1619169908.0761175,$GPGGA,131414.20,5523.73074210,N,01023.11538657,E,2,11,1.2,9.867,M,39.466,M,1.2,0001*41
2586,1619169908.6798408,$GPGGA,131414.20,5523.73074210,N,01023.11538657,E,2,11,1.2,9.867,M,39.466,M,1.2,0001*41
2587,1619169909.082055,$GPGGA,131414.20,5523.73074210,N,01023.11538657,E,2,11,1.2,9.867,M,39.466,M,1.2,0001*41
2588,1619169909.7574124,$GPGGA,131414.20,5523.73074210,N,01023.11538657,E,2,11,1.2,9.867,M,39.466,M,1.2,0001*41
2589,1619169910.1593726,$GPGGA,131414.20,5523.73074210,N,01023.11538657,E,2,11,1.2,9.867,M,39.466,M,1.2,0001*41
2590,1619169910.836179,$GPGGA,131414.20,5523.73074210,N,01023.11538657,E,2,11,1.2,9.867,M,39.466,M,1.2,0001*41
2591,1619169911.377307,$GPGGA,131414.20,5523.73074210,N,01023.11538657,E,2,11,1.2,9.867,M,39.466,M,1.2,0001*41
2592,1619169911.7764728,$GPGGA,131414.20,5523.73074210,N,01023.11538657,E,2,11,1.2,9.867,M,39.466,M,1.2,0001*41
2593,1619169912.4526799,$GPGGA,131414.20,5523.73074210,N,01023.11538657,E,2,11,1.2,9.867,M,39.466,M,1.2,0001*41
